item_id,id,domain,split,condition,prompt_task,prompt,prompt_hash,original_question,open_question,rewritten_question,expected_mechanism,judge_reference_points,leakage_sensitive_terms,choices,choice_A,choice_B,choice_C,choice_D,gold_answer,gold_anachronism_terms,forbidden_terms,required_primitives,primitive_phrase,concept_term,task,human_validated,detected_terms,detector_token_scores,mapped_primitives,model_info,rewrite_validation,repair_attempts,pass_validation
fixed_q074,fixed_q074,Environment_Energy,train,raw,open_ended_response_quality,"Answer the following question in 1-2 sentences.
Explain the practical mechanism in ordinary terms.
Do not answer with a multiple-choice letter or option label.

Question:
Why might renewable energy grid be useful for balancing power from changing wind and sunlight?
",cb23076875099eab,Why might renewable energy grid be useful for balancing power from changing wind and sunlight?,Why might renewable energy grid be useful for balancing power from changing wind and sunlight?,Why might renewable energy grid be useful for balancing power from changing wind and sunlight?,coordinates many power sources whose output changes with weather,"[""coordinates many power sources whose output changes with weather""]","[""demand"", ""despite"", ""matches"", ""sources"", ""supply"", ""variable""]","{""A"": ""It detects changes before manual inspection would notice them."", ""B"": ""It converts moving air into electrical power at scale."", ""C"": ""It prevents part of the unwanted gas from escaping."", ""D"": ""It matches supply and demand despite variable sources.""}",It detects changes before manual inspection would notice them.,It converts moving air into electrical power at scale.,It prevents part of the unwanted gas from escaping.,It matches supply and demand despite variable sources.,D,"[""renewable energy grid"", ""renewable""]","[""renewable energy grid"", ""renewable""]","[""renewable_energy_grid""]",coordinates many power sources whose output changes with weather,renewable energy grid,balancing power from changing wind and sunlight,false,[],[],[],{},"{""pass"": true}",0,true
fixed_q075,fixed_q075,Environment_Energy,train,raw,open_ended_response_quality,"Answer the following question in 1-2 sentences.
Explain the practical mechanism in ordinary terms.
Do not answer with a multiple-choice letter or option label.

Question:
Why might wind turbine farm be useful for generating electricity on open land?
",163fc94ac0ee5b86,Why might wind turbine farm be useful for generating electricity on open land?,Why might wind turbine farm be useful for generating electricity on open land?,Why might wind turbine farm be useful for generating electricity on open land?,uses many wind-driven rotors connected to generators,"[""uses many wind-driven rotors connected to generators""]","[""air"", ""converts"", ""electrical"", ""moving"", ""power"", ""scale""]","{""A"": ""It converts moving air into electrical power at scale."", ""B"": ""It focuses attention on particles too small to see easily."", ""C"": ""It prevents part of the unwanted gas from escaping."", ""D"": ""It detects changes before manual inspection would notice them.""}",It converts moving air into electrical power at scale.,It focuses attention on particles too small to see easily.,It prevents part of the unwanted gas from escaping.,It detects changes before manual inspection would notice them.,A,"[""wind turbine farm"", ""wind turbine""]","[""wind turbine farm"", ""wind turbine""]","[""wind_turbine_farm""]",uses many wind-driven rotors connected to generators,wind turbine farm,generating electricity on open land,false,[],[],[],{},"{""pass"": true}",0,true
fixed_q076,fixed_q076,Environment_Energy,dev,raw,open_ended_response_quality,"Answer the following question in 1-2 sentences.
Explain the practical mechanism in ordinary terms.
Do not answer with a multiple-choice letter or option label.

Question:
Why might smart meter be useful for managing electricity use through the day?
",d18738f488978c91,Why might smart meter be useful for managing electricity use through the day?,Why might smart meter be useful for managing electricity use through the day?,Why might smart meter be useful for managing electricity use through the day?,records usage frequently and sends readings automatically,"[""records usage frequently and sends readings automatically""]","[""demand"", ""falls"", ""reveals"", ""rises""]","{""A"": ""It tests how changes may influence a large connected system."", ""B"": ""It reveals when demand rises or falls."", ""C"": ""It prevents part of the unwanted gas from escaping."", ""D"": ""It releases energy from combining light atoms.""}",It tests how changes may influence a large connected system.,It reveals when demand rises or falls.,It prevents part of the unwanted gas from escaping.,It releases energy from combining light atoms.,B,"[""smart meter""]","[""smart meter""]","[""smart_meter""]",records usage frequently and sends readings automatically,smart meter,managing electricity use through the day,false,[],[],[],{},"{""pass"": true}",0,true
fixed_q077,fixed_q077,Environment_Energy,train,raw,open_ended_response_quality,"Answer the following question in 1-2 sentences.
Explain the practical mechanism in ordinary terms.
Do not answer with a multiple-choice letter or option label.

Question:
Why might desalination membrane be useful for making drinkable water from seawater?
",e4e8b3cfc4ef32ad,Why might desalination membrane be useful for making drinkable water from seawater?,Why might desalination membrane be useful for making drinkable water from seawater?,Why might desalination membrane be useful for making drinkable water from seawater?,lets water pass while holding back much dissolved salt,"[""lets water pass while holding back much dissolved salt""]","[""all"", ""boiling"", ""salt"", ""separates"", ""water"", ""without""]","{""A"": ""It detects changes before manual inspection would notice them."", ""B"": ""It turns more electrical energy into light and less into waste heat."", ""C"": ""It separates salt from water without boiling all of it."", ""D"": ""It gathers scattered waste so it can be removed.""}",It detects changes before manual inspection would notice them.,It turns more electrical energy into light and less into waste heat.,It separates salt from water without boiling all of it.,It gathers scattered waste so it can be removed.,C,"[""desalination membrane""]","[""desalination membrane""]","[""desalination_membrane""]",lets water pass while holding back much dissolved salt,desalination membrane,making drinkable water from seawater,false,[],[],[],{},"{""pass"": true}",0,true
fixed_q078,fixed_q078,Environment_Energy,train,raw,open_ended_response_quality,"Answer the following question in 1-2 sentences.
Explain the practical mechanism in ordinary terms.
Do not answer with a multiple-choice letter or option label.

Question:
Why might heat pump be useful for warming a building with less fuel?
",a69d478d73aa08c5,Why might heat pump be useful for warming a building with less fuel?,Why might heat pump be useful for warming a building with less fuel?,Why might heat pump be useful for warming a building with less fuel?,moves heat from one place to another using work,"[""moves heat from one place to another using work""]","[""burning"", ""creating"", ""existing"", ""fuel"", ""heat"", ""instead""]","{""A"": ""It matches supply and demand despite variable sources."", ""B"": ""It releases energy from combining light atoms."", ""C"": ""It uses carbon from recent growth rather than ancient deposits."", ""D"": ""It uses existing heat instead of only creating heat by burning fuel.""}",It matches supply and demand despite variable sources.,It releases energy from combining light atoms.,It uses carbon from recent growth rather than ancient deposits.,It uses existing heat instead of only creating heat by burning fuel.,D,"[""heat pump""]","[""heat pump""]","[""heat_pump""]",moves heat from one place to another using work,heat pump,warming a building with less fuel,false,[],[],[],{},"{""pass"": true}",0,true
fixed_q079,fixed_q079,Environment_Energy,train,raw,open_ended_response_quality,"Answer the following question in 1-2 sentences.
Explain the practical mechanism in ordinary terms.
Do not answer with a multiple-choice letter or option label.

Question:
Why might fusion reactor be useful for seeking a dense source of energy?
",0dcda81d4a047a06,Why might fusion reactor be useful for seeking a dense source of energy?,Why might fusion reactor be useful for seeking a dense source of energy?,Why might fusion reactor be useful for seeking a dense source of energy?,joins light atomic nuclei under extreme conditions,"[""joins light atomic nuclei under extreme conditions""]","[""atoms"", ""combining"", ""energy"", ""light"", ""releases""]","{""A"": ""It releases energy from combining light atoms."", ""B"": ""It prevents part of the unwanted gas from escaping."", ""C"": ""It focuses attention on particles too small to see easily."", ""D"": ""It detects changes before manual inspection would notice them.""}",It releases energy from combining light atoms.,It prevents part of the unwanted gas from escaping.,It focuses attention on particles too small to see easily.,It detects changes before manual inspection would notice them.,A,"[""fusion reactor"", ""fusion""]","[""fusion reactor"", ""fusion""]","[""fusion_reactor""]",joins light atomic nuclei under extreme conditions,fusion reactor,seeking a dense source of energy,false,[],[],[],{},"{""pass"": true}",0,true
fixed_q080,fixed_q080,Environment_Energy,train,raw,open_ended_response_quality,"Answer the following question in 1-2 sentences.
Explain the practical mechanism in ordinary terms.
Do not answer with a multiple-choice letter or option label.

Question:
Why might climate model be useful for estimating future temperature patterns?
",9fdd4e3e757e0931,Why might climate model be useful for estimating future temperature patterns?,Why might climate model be useful for estimating future temperature patterns?,Why might climate model be useful for estimating future temperature patterns?,"uses mathematical rules to simulate air, water, and energy flows","[""uses mathematical rules to simulate air, water, and energy flows""]","[""changes"", ""connected"", ""influence"", ""large"", ""may"", ""system""]","{""A"": ""It releases energy from combining light atoms."", ""B"": ""It tests how changes may influence a large connected system."", ""C"": ""It matches supply and demand despite variable sources."", ""D"": ""It detects changes before manual inspection would notice them.""}",It releases energy from combining light atoms.,It tests how changes may influence a large connected system.,It matches supply and demand despite variable sources.,It detects changes before manual inspection would notice them.,B,"[""climate model""]","[""climate model""]","[""climate_model""]","uses mathematical rules to simulate air, water, and energy flows",climate model,estimating future temperature patterns,false,[],[],[],{},"{""pass"": true}",0,true
fixed_q081,fixed_q081,Environment_Energy,dev,raw,open_ended_response_quality,"Answer the following question in 1-2 sentences.
Explain the practical mechanism in ordinary terms.
Do not answer with a multiple-choice letter or option label.

Question:
Why might battery storage be useful for using solar power after sunset?
",74666849794c8905,Why might battery storage be useful for using solar power after sunset?,Why might battery storage be useful for using solar power after sunset?,Why might battery storage be useful for using solar power after sunset?,stores electrical energy chemically for later release,"[""stores electrical energy chemically for later release""]","[""energy"", ""made"", ""needed"", ""shifts"", ""time""]","{""A"": ""It turns more electrical energy into light and less into waste heat."", ""B"": ""It focuses attention on particles too small to see easily."", ""C"": ""It shifts energy from the time it is made to the time it is needed."", ""D"": ""It releases energy from combining light atoms.""}",It turns more electrical energy into light and less into waste heat.,It focuses attention on particles too small to see easily.,It shifts energy from the time it is made to the time it is needed.,It releases energy from combining light atoms.,C,"[""battery storage""]","[""battery storage""]","[""battery_storage""]",stores electrical energy chemically for later release,battery storage,using solar power after sunset,false,[],[],[],{},"{""pass"": true}",0,true
fixed_q082,fixed_q082,Environment_Energy,train,raw,open_ended_response_quality,"Answer the following question in 1-2 sentences.
Explain the practical mechanism in ordinary terms.
Do not answer with a multiple-choice letter or option label.

Question:
Why might wastewater sensor be useful for finding pollution changes early?
",ccefeb56818975a2,Why might wastewater sensor be useful for finding pollution changes early?,Why might wastewater sensor be useful for finding pollution changes early?,Why might wastewater sensor be useful for finding pollution changes early?,measures selected chemicals in dirty water repeatedly,"[""measures selected chemicals in dirty water repeatedly""]","[""before"", ""changes"", ""detects"", ""inspection"", ""manual"", ""notice""]","{""A"": ""It gathers scattered waste so it can be removed."", ""B"": ""It focuses attention on particles too small to see easily."", ""C"": ""It shifts energy from the time it is made to the time it is needed."", ""D"": ""It detects changes before manual inspection would notice them.""}",It gathers scattered waste so it can be removed.,It focuses attention on particles too small to see easily.,It shifts energy from the time it is made to the time it is needed.,It detects changes before manual inspection would notice them.,D,"[""wastewater sensor""]","[""wastewater sensor""]","[""wastewater_sensor""]",measures selected chemicals in dirty water repeatedly,wastewater sensor,finding pollution changes early,false,[],[],[],{},"{""pass"": true}",0,true
fixed_q083,fixed_q083,Environment_Energy,train,raw,open_ended_response_quality,"Answer the following question in 1-2 sentences.
Explain the practical mechanism in ordinary terms.
Do not answer with a multiple-choice letter or option label.

Question:
Why might biofuel be useful for replacing part of petroleum fuel?
",649556da630fc2ad,Why might biofuel be useful for replacing part of petroleum fuel?,Why might biofuel be useful for replacing part of petroleum fuel?,Why might biofuel be useful for replacing part of petroleum fuel?,makes burnable fuel from recently grown biological material,"[""makes burnable fuel from recently grown biological material""]","[""ancient"", ""carbon"", ""deposits"", ""growth"", ""rather"", ""recent""]","{""A"": ""It uses carbon from recent growth rather than ancient deposits."", ""B"": ""It converts moving air into electrical power at scale."", ""C"": ""It separates salt from water without boiling all of it."", ""D"": ""It gathers scattered waste so it can be removed.""}",It uses carbon from recent growth rather than ancient deposits.,It converts moving air into electrical power at scale.,It separates salt from water without boiling all of it.,It gathers scattered waste so it can be removed.,A,"[""biofuel""]","[""biofuel""]","[""biofuel""]",makes burnable fuel from recently grown biological material,biofuel,replacing part of petroleum fuel,false,[],[],[],{},"{""pass"": true}",0,true
fixed_q084,fixed_q084,Environment_Energy,train,raw,open_ended_response_quality,"Answer the following question in 1-2 sentences.
Explain the practical mechanism in ordinary terms.
Do not answer with a multiple-choice letter or option label.

Question:
Why might LED lighting be useful for reducing electricity used for lamps?
",5b1e94dd27ced4f1,Why might LED lighting be useful for reducing electricity used for lamps?,Why might LED lighting be useful for reducing electricity used for lamps?,Why might LED lighting be useful for reducing electricity used for lamps?,makes light with a small solid electrical device,"[""makes light with a small solid electrical device""]","[""electrical"", ""energy"", ""heat"", ""less"", ""light"", ""turns""]","{""A"": ""It separates salt from water without boiling all of it."", ""B"": ""It turns more electrical energy into light and less into waste heat."", ""C"": ""It releases energy from combining light atoms."", ""D"": ""It covers wide areas with repeated comparable views.""}",It separates salt from water without boiling all of it.,It turns more electrical energy into light and less into waste heat.,It releases energy from combining light atoms.,It covers wide areas with repeated comparable views.,B,"[""LED"", ""light-emitting diode""]","[""LED lighting"", ""LED"", ""light-emitting diode""]","[""led_lighting""]",makes light with a small solid electrical device,LED lighting,reducing electricity used for lamps,false,[],[],[],{},"{""pass"": true}",0,true
fixed_q085,fixed_q085,Environment_Energy,dev,raw,open_ended_response_quality,"Answer the following question in 1-2 sentences.
Explain the practical mechanism in ordinary terms.
Do not answer with a multiple-choice letter or option label.

Question:
Why might ocean cleanup device be useful for collecting floating waste at sea?
",70dc0fadfe9e574b,Why might ocean cleanup device be useful for collecting floating waste at sea?,Why might ocean cleanup device be useful for collecting floating waste at sea?,Why might ocean cleanup device be useful for collecting floating waste at sea?,uses barriers and currents to concentrate floating material,"[""uses barriers and currents to concentrate floating material""]","[""gathers"", ""removed"", ""scattered"", ""so"", ""waste""]","{""A"": ""It focuses attention on particles too small to see easily."", ""B"": ""It converts moving air into electrical power at scale."", ""C"": ""It gathers scattered waste so it can be removed."", ""D"": ""It separates salt from water without boiling all of it.""}",It focuses attention on particles too small to see easily.,It converts moving air into electrical power at scale.,It gathers scattered waste so it can be removed.,It separates salt from water without boiling all of it.,C,"[""ocean cleanup device""]","[""ocean cleanup device""]","[""ocean_cleanup_device""]",uses barriers and currents to concentrate floating material,ocean cleanup device,collecting floating waste at sea,false,[],[],[],{},"{""pass"": true}",0,true
fixed_q086,fixed_q086,Daily_Tech_Society,train,raw,open_ended_response_quality,"Answer the following question in 1-2 sentences.
Explain the practical mechanism in ordinary terms.
Do not answer with a multiple-choice letter or option label.

Question:
Why might QR code payment be useful for paying a shop without handing over coins or notes?
",9ed3b6dcbcf6863e,Why might QR code payment be useful for paying a shop without handing over coins or notes?,Why might QR code payment be useful for paying a shop without handing over coins or notes?,Why might QR code payment be useful for paying a shop without handing over coins or notes?,uses a camera-readable square code to identify the transaction,"[""uses a camera-readable square code to identify the transaction""]","[""details"", ""entry"", ""manual"", ""reduces""]","{""A"": ""It removes the need to visit the shop physically."", ""B"": ""It keeps the password alone from being enough."", ""C"": ""It lets each service have a strong different secret without memorizing all of them."", ""D"": ""It reduces manual entry of account details.""}",It removes the need to visit the shop physically.,It keeps the password alone from being enough.,It lets each service have a strong different secret without memorizing all of them.,It reduces manual entry of account details.,D,"[""QR code"", ""payment""]","[""QR code payment"", ""QR code"", ""payment""]","[""qr_code_payment""]",uses a camera-readable square code to identify the transaction,QR code payment,paying a shop without handing over coins or notes,false,[],[],[],{},"{""pass"": true}",0,true
fixed_q087,fixed_q087,Daily_Tech_Society,train,raw,open_ended_response_quality,"Answer the following question in 1-2 sentences.
Explain the practical mechanism in ordinary terms.
Do not answer with a multiple-choice letter or option label.

Question:
Why might online banking be useful for checking an account without visiting a bank?
",6ddaa679898b656f,Why might online banking be useful for checking an account without visiting a bank?,Why might online banking be useful for checking an account without visiting a bank?,Why might online banking be useful for checking an account without visiting a bank?,uses a distant electronic connection to view and move account records,"[""uses a distant electronic connection to view and move account records""]","[""customer"", ""inspect"", ""lets"", ""records"", ""remotely""]","{""A"": ""It lets the customer inspect records remotely."", ""B"": ""It makes the same record easier to retrieve and transmit."", ""C"": ""It heats or cools less when comfort is not needed."", ""D"": ""It coordinates the parties without repeated telephone calls.""}",It lets the customer inspect records remotely.,It makes the same record easier to retrieve and transmit.,It heats or cools less when comfort is not needed.,It coordinates the parties without repeated telephone calls.,A,"[""online banking""]","[""online banking""]","[""online_banking""]",uses a distant electronic connection to view and move account records,online banking,checking an account without visiting a bank,false,[],[],[],{},"{""pass"": true}",0,true
fixed_q088,fixed_q088,Daily_Tech_Society,train,raw,open_ended_response_quality,"Answer the following question in 1-2 sentences.
Explain the practical mechanism in ordinary terms.
Do not answer with a multiple-choice letter or option label.

Question:
Why might biometric authentication be useful for confirming a person's identity?
",fa88f70245d918a8,Why might biometric authentication be useful for confirming a person's identity?,Why might biometric authentication be useful for confirming a person's identity?,Why might biometric authentication be useful for confirming a person's identity?,compares a body feature with a stored reference,"[""compares a body feature with a stored reference""]","[""hard"", ""personal"", ""physical"", ""share"", ""trait""]","{""A"": ""It removes the need to visit the shop physically."", ""B"": ""It uses a hard-to-share personal physical trait."", ""C"": ""It heats or cools less when comfort is not needed."", ""D"": ""It lets each service have a strong different secret without memorizing all of them.""}",It removes the need to visit the shop physically.,It uses a hard-to-share personal physical trait.,It heats or cools less when comfort is not needed.,It lets each service have a strong different secret without memorizing all of them.,B,"[""biometric authentication"", ""biometric""]","[""biometric authentication"", ""biometric""]","[""biometric_authentication""]",compares a body feature with a stored reference,biometric authentication,confirming a person's identity,false,[],[],[],{},"{""pass"": true}",0,true
fixed_q089,fixed_q089,Daily_Tech_Society,train,raw,open_ended_response_quality,"Answer the following question in 1-2 sentences.
Explain the practical mechanism in ordinary terms.
Do not answer with a multiple-choice letter or option label.

Question:
Why might e-commerce be useful for buying goods from home?
",c00b837f069fd0ac,Why might e-commerce be useful for buying goods from home?,Why might e-commerce be useful for buying goods from home?,Why might e-commerce be useful for buying goods from home?,"uses electronic catalogues, orders, and payment records","[""uses electronic catalogues, orders, and payment records""]","[""need"", ""physically"", ""removes"", ""shop"", ""visit""]","{""A"": ""It keeps the password alone from being enough."", ""B"": ""It heats or cools less when comfort is not needed."", ""C"": ""It removes the need to visit the shop physically."", ""D"": ""It updates directions from stored roads and current position.""}",It keeps the password alone from being enough.,It heats or cools less when comfort is not needed.,It removes the need to visit the shop physically.,It updates directions from stored roads and current position.,C,"[""e-commerce"", ""online shopping""]","[""e-commerce"", ""online shopping""]","[""e_commerce""]","uses electronic catalogues, orders, and payment records",e-commerce,buying goods from home,false,[],[],[],{},"{""pass"": true}",0,true
fixed_q090,fixed_q090,Daily_Tech_Society,train,raw,open_ended_response_quality,"Answer the following question in 1-2 sentences.
Explain the practical mechanism in ordinary terms.
Do not answer with a multiple-choice letter or option label.

Question:
Why might contactless payment be useful for paying quickly at a counter?
",dea47cfced45b8ba,Why might contactless payment be useful for paying quickly at a counter?,Why might contactless payment be useful for paying quickly at a counter?,Why might contactless payment be useful for paying quickly at a counter?,sends payment information over a very short wireless distance,"[""sends payment information over a very short wireless distance""]","[""details"", ""handling"", ""manual"", ""payment"", ""reduces"", ""writing""]","{""A"": ""It updates directions from stored roads and current position."", ""B"": ""It lets the customer inspect records remotely."", ""C"": ""It heats or cools less when comfort is not needed."", ""D"": ""It reduces handling and manual writing of payment details.""}",It updates directions from stored roads and current position.,It lets the customer inspect records remotely.,It heats or cools less when comfort is not needed.,It reduces handling and manual writing of payment details.,D,"[""contactless payment""]","[""contactless payment""]","[""contactless_payment""]",sends payment information over a very short wireless distance,contactless payment,paying quickly at a counter,false,[],[],[],{},"{""pass"": true}",0,true
fixed_q091,fixed_q091,Daily_Tech_Society,train,raw,open_ended_response_quality,"Answer the following question in 1-2 sentences.
Explain the practical mechanism in ordinary terms.
Do not answer with a multiple-choice letter or option label.

Question:
Why might password manager be useful for using many different secret words safely?
",35899c43881ce8af,Why might password manager be useful for using many different secret words safely?,Why might password manager be useful for using many different secret words safely?,Why might password manager be useful for using many different secret words safely?,stores secret words in a protected vault,"[""stores secret words in a protected vault""]","[""all"", ""different"", ""each"", ""have"", ""lets"", ""memorizing""]","{""A"": ""It lets each service have a strong different secret without memorizing all of them."", ""B"": ""It ranks options using evidence of likely preference."", ""C"": ""It updates directions from stored roads and current position."", ""D"": ""It reduces handling and manual writing of payment details.""}",It lets each service have a strong different secret without memorizing all of them.,It ranks options using evidence of likely preference.,It updates directions from stored roads and current position.,It reduces handling and manual writing of payment details.,A,"[""password manager""]","[""password manager""]","[""password_manager""]",stores secret words in a protected vault,password manager,using many different secret words safely,false,[],[],[],{},"{""pass"": true}",0,true
fixed_q092,fixed_q092,Daily_Tech_Society,train,raw,open_ended_response_quality,"Answer the following question in 1-2 sentences.
Explain the practical mechanism in ordinary terms.
Do not answer with a multiple-choice letter or option label.

Question:
Why might two-factor authentication be useful for protecting an account after a password is stolen?
",8ff424c54d72281e,Why might two-factor authentication be useful for protecting an account after a password is stolen?,Why might two-factor authentication be useful for protecting an account after a password is stolen?,Why might two-factor authentication be useful for protecting an account after a password is stolen?,requires a second proof in addition to the secret word,"[""requires a second proof in addition to the secret word""]","[""alone"", ""being"", ""enough"", ""keeps"", ""password""]","{""A"": ""It lets the customer inspect records remotely."", ""B"": ""It keeps the password alone from being enough."", ""C"": ""It removes the need to visit the shop physically."", ""D"": ""It makes the same record easier to retrieve and transmit.""}",It lets the customer inspect records remotely.,It keeps the password alone from being enough.,It removes the need to visit the shop physically.,It makes the same record easier to retrieve and transmit.,B,"[""two-factor authentication"", ""2FA""]","[""two-factor authentication"", ""2FA""]","[""two_factor_authentication""]",requires a second proof in addition to the secret word,two-factor authentication,protecting an account after a password is stolen,false,[],[],[],{},"{""pass"": true}",0,true
fixed_q093,fixed_q093,Daily_Tech_Society,train,raw,open_ended_response_quality,"Answer the following question in 1-2 sentences.
Explain the practical mechanism in ordinary terms.
Do not answer with a multiple-choice letter or option label.

Question:
Why might food delivery app be useful for ordering a meal from a distant restaurant?
",4c199e4969eb1b06,Why might food delivery app be useful for ordering a meal from a distant restaurant?,Why might food delivery app be useful for ordering a meal from a distant restaurant?,Why might food delivery app be useful for ordering a meal from a distant restaurant?,"matches customer, restaurant, courier, and payment through portable messages","[""matches customer, restaurant, courier, and payment through portable messages""]","[""calls"", ""coordinates"", ""parties"", ""repeated"", ""without""]","{""A"": ""It removes the need to visit the shop physically."", ""B"": ""It reduces manual entry of account details."", ""C"": ""It coordinates the parties without repeated telephone calls."", ""D"": ""It lets the customer inspect records remotely.""}",It removes the need to visit the shop physically.,It reduces manual entry of account details.,It coordinates the parties without repeated telephone calls.,It lets the customer inspect records remotely.,C,"[""food delivery app"", ""app""]","[""food delivery app"", ""app""]","[""food_delivery_app""]","matches customer, restaurant, courier, and payment through portable messages",food delivery app,ordering a meal from a distant restaurant,false,[],[],[],{},"{""pass"": true}",0,true
fixed_q094,fixed_q094,Daily_Tech_Society,train,raw,open_ended_response_quality,"Answer the following question in 1-2 sentences.
Explain the practical mechanism in ordinary terms.
Do not answer with a multiple-choice letter or option label.

Question:
Why might smart thermostat be useful for saving heating energy at home?
",21611a1565c7ab3a,Why might smart thermostat be useful for saving heating energy at home?,Why might smart thermostat be useful for saving heating energy at home?,Why might smart thermostat be useful for saving heating energy at home?,learns schedules and adjusts temperature automatically,"[""learns schedules and adjusts temperature automatically""]","[""comfort"", ""cools"", ""heats"", ""less"", ""needed"", ""not""]","{""A"": ""It lets instruction continue across distance."", ""B"": ""It coordinates the parties without repeated telephone calls."", ""C"": ""It lets each service have a strong different secret without memorizing all of them."", ""D"": ""It heats or cools less when comfort is not needed.""}",It lets instruction continue across distance.,It coordinates the parties without repeated telephone calls.,It lets each service have a strong different secret without memorizing all of them.,It heats or cools less when comfort is not needed.,D,"[""smart thermostat""]","[""smart thermostat""]","[""smart_thermostat""]",learns schedules and adjusts temperature automatically,smart thermostat,saving heating energy at home,false,[],[],[],{},"{""pass"": true}",0,true
fixed_q095,fixed_q095,Daily_Tech_Society,train,raw,open_ended_response_quality,"Answer the following question in 1-2 sentences.
Explain the practical mechanism in ordinary terms.
Do not answer with a multiple-choice letter or option label.

Question:
Why might digital map be useful for finding a route through a city?
",90b90c98c4e56550,Why might digital map be useful for finding a route through a city?,Why might digital map be useful for finding a route through a city?,Why might digital map be useful for finding a route through a city?,stores map data and computes paths on a machine,"[""stores map data and computes paths on a machine""]","[""current"", ""directions"", ""position"", ""roads"", ""stored"", ""updates""]","{""A"": ""It updates directions from stored roads and current position."", ""B"": ""It keeps the password alone from being enough."", ""C"": ""It heats or cools less when comfort is not needed."", ""D"": ""It lets instruction continue across distance.""}",It updates directions from stored roads and current position.,It keeps the password alone from being enough.,It heats or cools less when comfort is not needed.,It lets instruction continue across distance.,A,"[""digital map""]","[""digital map""]","[""digital_map""]",stores map data and computes paths on a machine,digital map,finding a route through a city,false,[],[],[],{},"{""pass"": true}",0,true
fixed_q096,fixed_q096,Daily_Tech_Society,train,raw,open_ended_response_quality,"Answer the following question in 1-2 sentences.
Explain the practical mechanism in ordinary terms.
Do not answer with a multiple-choice letter or option label.

Question:
Why might wearable fitness tracker be useful for following daily activity?
",865794f6daf1abc8,Why might wearable fitness tracker be useful for following daily activity?,Why might wearable fitness tracker be useful for following daily activity?,Why might wearable fitness tracker be useful for following daily activity?,uses a small worn instrument to record movement and body signals,"[""uses a small worn instrument to record movement and body signals""]","[""collects"", ""day"", ""measurements"", ""throughout""]","{""A"": ""It reduces manual entry of account details."", ""B"": ""It collects measurements throughout the day."", ""C"": ""It lets each service have a strong different secret without memorizing all of them."", ""D"": ""It uses a hard-to-share personal physical trait.""}",It reduces manual entry of account details.,It collects measurements throughout the day.,It lets each service have a strong different secret without memorizing all of them.,It uses a hard-to-share personal physical trait.,B,"[""wearable fitness tracker""]","[""wearable fitness tracker""]","[""wearable_fitness_tracker""]",uses a small worn instrument to record movement and body signals,wearable fitness tracker,following daily activity,false,[],[],[],{},"{""pass"": true}",0,true
fixed_q097,fixed_q097,Daily_Tech_Society,train,raw,open_ended_response_quality,"Answer the following question in 1-2 sentences.
Explain the practical mechanism in ordinary terms.
Do not answer with a multiple-choice letter or option label.

Question:
Why might online learning platform be useful for studying away from a classroom?
",0e019f12fc6f9ec1,Why might online learning platform be useful for studying away from a classroom?,Why might online learning platform be useful for studying away from a classroom?,Why might online learning platform be useful for studying away from a classroom?,"delivers lessons, exercises, and messages through connected machines","[""delivers lessons, exercises, and messages through connected machines""]","[""across"", ""continue"", ""distance"", ""instruction"", ""lets""]","{""A"": ""It makes the same record easier to retrieve and transmit."", ""B"": ""It lets each service have a strong different secret without memorizing all of them."", ""C"": ""It lets instruction continue across distance."", ""D"": ""It uses a hard-to-share personal physical trait.""}",It makes the same record easier to retrieve and transmit.,It lets each service have a strong different secret without memorizing all of them.,It lets instruction continue across distance.,It uses a hard-to-share personal physical trait.,C,"[""online learning platform""]","[""online learning platform""]","[""online_learning_platform""]","delivers lessons, exercises, and messages through connected machines",online learning platform,studying away from a classroom,false,[],[],[],{},"{""pass"": true}",0,true
fixed_q098,fixed_q098,Daily_Tech_Society,train,raw,open_ended_response_quality,"Answer the following question in 1-2 sentences.
Explain the practical mechanism in ordinary terms.
Do not answer with a multiple-choice letter or option label.

Question:
Why might remote work software be useful for collaborating without a shared office?
",7e2ef23412ae5491,Why might remote work software be useful for collaborating without a shared office?,Why might remote work software be useful for collaborating without a shared office?,Why might remote work software be useful for collaborating without a shared office?,"combines distant speech, documents, and task records","[""combines distant speech, documents, and task records""]","[""accessible"", ""communication"", ""keeps"", ""places"", ""records"", ""separate""]","{""A"": ""It heats or cools less when comfort is not needed."", ""B"": ""It collects measurements throughout the day."", ""C"": ""It updates directions from stored roads and current position."", ""D"": ""It keeps communication and work records accessible from separate places.""}",It heats or cools less when comfort is not needed.,It collects measurements throughout the day.,It updates directions from stored roads and current position.,It keeps communication and work records accessible from separate places.,D,"[""remote work software""]","[""remote work software""]","[""remote_work_software""]","combines distant speech, documents, and task records",remote work software,collaborating without a shared office,false,[],[],[],{},"{""pass"": true}",0,true
