item_id,id,domain,split,condition,prompt,prompt_hash,original_question,rewritten_question,choices,choice_A,choice_B,choice_C,choice_D,gold_answer,gold_anachronism_terms,forbidden_terms,required_primitives,primitive_phrase,human_validated,detected_terms,detector_token_scores,mapped_primitives,model_info,rewrite_validation,repair_attempts,pass_validation
fixed_q079,fixed_q079,Environment_Energy,train,raw,"You must answer the following multiple-choice question.
Choose exactly one option among A, B, C, and D.
Return only the letter.

Question:
A group is evaluating tools for seeking a dense source of energy. Which property of fusion reactor matters most?

Choices:
A. It releases energy from combining light atoms.
B. It prevents part of the unwanted gas from escaping.
C. It focuses attention on particles too small to see easily.
D. It detects changes before manual inspection would notice them.
",28375cdd50ef528c,A group is evaluating tools for seeking a dense source of energy. Which property of fusion reactor matters most?,A group is evaluating tools for seeking a dense source of energy. Which property of fusion reactor matters most?,"{""A"": ""It releases energy from combining light atoms."", ""B"": ""It prevents part of the unwanted gas from escaping."", ""C"": ""It focuses attention on particles too small to see easily."", ""D"": ""It detects changes before manual inspection would notice them.""}",It releases energy from combining light atoms.,It prevents part of the unwanted gas from escaping.,It focuses attention on particles too small to see easily.,It detects changes before manual inspection would notice them.,A,"[""fusion reactor"", ""fusion""]","[""fusion reactor"", ""fusion""]","[""fusion_reactor""]",joins light atomic nuclei under extreme conditions,false,[],[],[],{},"{""pass"": true}",0,true
fixed_q080,fixed_q080,Environment_Energy,train,raw,"You must answer the following multiple-choice question.
Choose exactly one option among A, B, C, and D.
Return only the letter.

Question:
Which statement gives the best reason that climate model is associated with estimating future temperature patterns?

Choices:
A. It releases energy from combining light atoms.
B. It tests how changes may influence a large connected system.
C. It matches supply and demand despite variable sources.
D. It detects changes before manual inspection would notice them.
",9aaa65add52f8b50,Which statement gives the best reason that climate model is associated with estimating future temperature patterns?,Which statement gives the best reason that climate model is associated with estimating future temperature patterns?,"{""A"": ""It releases energy from combining light atoms."", ""B"": ""It tests how changes may influence a large connected system."", ""C"": ""It matches supply and demand despite variable sources."", ""D"": ""It detects changes before manual inspection would notice them.""}",It releases energy from combining light atoms.,It tests how changes may influence a large connected system.,It matches supply and demand despite variable sources.,It detects changes before manual inspection would notice them.,B,"[""climate model""]","[""climate model""]","[""climate_model""]","uses mathematical rules to simulate air, water, and energy flows",false,[],[],[],{},"{""pass"": true}",0,true
fixed_q081,fixed_q081,Environment_Energy,dev,raw,"You must answer the following multiple-choice question.
Choose exactly one option among A, B, C, and D.
Return only the letter.

Question:
A team is working on using solar power after sunset. Which explanation best supports using battery storage?

Choices:
A. It turns more electrical energy into light and less into waste heat.
B. It focuses attention on particles too small to see easily.
C. It shifts energy from the time it is made to the time it is needed.
D. It releases energy from combining light atoms.
",25b4990b81786770,A team is working on using solar power after sunset. Which explanation best supports using battery storage?,A team is working on using solar power after sunset. Which explanation best supports using battery storage?,"{""A"": ""It turns more electrical energy into light and less into waste heat."", ""B"": ""It focuses attention on particles too small to see easily."", ""C"": ""It shifts energy from the time it is made to the time it is needed."", ""D"": ""It releases energy from combining light atoms.""}",It turns more electrical energy into light and less into waste heat.,It focuses attention on particles too small to see easily.,It shifts energy from the time it is made to the time it is needed.,It releases energy from combining light atoms.,C,"[""battery storage""]","[""battery storage""]","[""battery_storage""]",stores electrical energy chemically for later release,false,[],[],[],{},"{""pass"": true}",0,true
fixed_q082,fixed_q082,Environment_Energy,train,raw,"You must answer the following multiple-choice question.
Choose exactly one option among A, B, C, and D.
Return only the letter.

Question:
Consider the use of wastewater sensor for finding pollution changes early. What is its most relevant advantage?

Choices:
A. It gathers scattered waste so it can be removed.
B. It focuses attention on particles too small to see easily.
C. It shifts energy from the time it is made to the time it is needed.
D. It detects changes before manual inspection would notice them.
",aea7d84eba4ea687,Consider the use of wastewater sensor for finding pollution changes early. What is its most relevant advantage?,Consider the use of wastewater sensor for finding pollution changes early. What is its most relevant advantage?,"{""A"": ""It gathers scattered waste so it can be removed."", ""B"": ""It focuses attention on particles too small to see easily."", ""C"": ""It shifts energy from the time it is made to the time it is needed."", ""D"": ""It detects changes before manual inspection would notice them.""}",It gathers scattered waste so it can be removed.,It focuses attention on particles too small to see easily.,It shifts energy from the time it is made to the time it is needed.,It detects changes before manual inspection would notice them.,D,"[""wastewater sensor""]","[""wastewater sensor""]","[""wastewater_sensor""]",measures selected chemicals in dirty water repeatedly,false,[],[],[],{},"{""pass"": true}",0,true
fixed_q083,fixed_q083,Environment_Energy,train,raw,"You must answer the following multiple-choice question.
Choose exactly one option among A, B, C, and D.
Return only the letter.

Question:
Which mechanism explains why biofuel can help with replacing part of petroleum fuel?

Choices:
A. It uses carbon from recent growth rather than ancient deposits.
B. It converts moving air into electrical power at scale.
C. It separates salt from water without boiling all of it.
D. It gathers scattered waste so it can be removed.
",9248b2768350581d,Which mechanism explains why biofuel can help with replacing part of petroleum fuel?,Which mechanism explains why biofuel can help with replacing part of petroleum fuel?,"{""A"": ""It uses carbon from recent growth rather than ancient deposits."", ""B"": ""It converts moving air into electrical power at scale."", ""C"": ""It separates salt from water without boiling all of it."", ""D"": ""It gathers scattered waste so it can be removed.""}",It uses carbon from recent growth rather than ancient deposits.,It converts moving air into electrical power at scale.,It separates salt from water without boiling all of it.,It gathers scattered waste so it can be removed.,A,"[""biofuel""]","[""biofuel""]","[""biofuel""]",makes burnable fuel from recently grown biological material,false,[],[],[],{},"{""pass"": true}",0,true
fixed_q084,fixed_q084,Environment_Energy,train,raw,"You must answer the following multiple-choice question.
Choose exactly one option among A, B, C, and D.
Return only the letter.

Question:
A decision-maker is comparing methods for reducing electricity used for lamps. Why might LED lighting be selected?

Choices:
A. It separates salt from water without boiling all of it.
B. It turns more electrical energy into light and less into waste heat.
C. It releases energy from combining light atoms.
D. It covers wide areas with repeated comparable views.
",ab5928b123fbb90f,A decision-maker is comparing methods for reducing electricity used for lamps. Why might LED lighting be selected?,A decision-maker is comparing methods for reducing electricity used for lamps. Why might LED lighting be selected?,"{""A"": ""It separates salt from water without boiling all of it."", ""B"": ""It turns more electrical energy into light and less into waste heat."", ""C"": ""It releases energy from combining light atoms."", ""D"": ""It covers wide areas with repeated comparable views.""}",It separates salt from water without boiling all of it.,It turns more electrical energy into light and less into waste heat.,It releases energy from combining light atoms.,It covers wide areas with repeated comparable views.,B,"[""LED"", ""light-emitting diode""]","[""LED lighting"", ""LED"", ""light-emitting diode""]","[""led_lighting""]",makes light with a small solid electrical device,false,[],[],[],{},"{""pass"": true}",0,true
fixed_q085,fixed_q085,Environment_Energy,dev,raw,"You must answer the following multiple-choice question.
Choose exactly one option among A, B, C, and D.
Return only the letter.

Question:
What practical benefit does ocean cleanup device provide when the goal is collecting floating waste at sea?

Choices:
A. It focuses attention on particles too small to see easily.
B. It converts moving air into electrical power at scale.
C. It gathers scattered waste so it can be removed.
D. It separates salt from water without boiling all of it.
",810fbae7604d0558,What practical benefit does ocean cleanup device provide when the goal is collecting floating waste at sea?,What practical benefit does ocean cleanup device provide when the goal is collecting floating waste at sea?,"{""A"": ""It focuses attention on particles too small to see easily."", ""B"": ""It converts moving air into electrical power at scale."", ""C"": ""It gathers scattered waste so it can be removed."", ""D"": ""It separates salt from water without boiling all of it.""}",It focuses attention on particles too small to see easily.,It converts moving air into electrical power at scale.,It gathers scattered waste so it can be removed.,It separates salt from water without boiling all of it.,C,"[""ocean cleanup device""]","[""ocean cleanup device""]","[""ocean_cleanup_device""]",uses barriers and currents to concentrate floating material,false,[],[],[],{},"{""pass"": true}",0,true
fixed_q086,fixed_q086,Daily_Tech_Society,train,raw,"You must answer the following multiple-choice question.
Choose exactly one option among A, B, C, and D.
Return only the letter.

Question:
Suppose a system must handle paying a shop without handing over coins or notes. Which statement best explains the role of QR code payment?

Choices:
A. It removes the need to visit the shop physically.
B. It keeps the password alone from being enough.
C. It lets each service have a strong different secret without memorizing all of them.
D. It reduces manual entry of account details.
",0564f74d75ab8392,Suppose a system must handle paying a shop without handing over coins or notes. Which statement best explains the role of QR code payment?,Suppose a system must handle paying a shop without handing over coins or notes. Which statement best explains the role of QR code payment?,"{""A"": ""It removes the need to visit the shop physically."", ""B"": ""It keeps the password alone from being enough."", ""C"": ""It lets each service have a strong different secret without memorizing all of them."", ""D"": ""It reduces manual entry of account details.""}",It removes the need to visit the shop physically.,It keeps the password alone from being enough.,It lets each service have a strong different secret without memorizing all of them.,It reduces manual entry of account details.,D,"[""QR code"", ""payment""]","[""QR code payment"", ""QR code"", ""payment""]","[""qr_code_payment""]",uses a camera-readable square code to identify the transaction,false,[],[],[],{},"{""pass"": true}",0,true
fixed_q087,fixed_q087,Daily_Tech_Society,train,raw,"You must answer the following multiple-choice question.
Choose exactly one option among A, B, C, and D.
Return only the letter.

Question:
In a discussion about checking an account without visiting a bank, which account of online banking is the most accurate?

Choices:
A. It lets the customer inspect records remotely.
B. It makes the same record easier to retrieve and transmit.
C. It heats or cools less when comfort is not needed.
D. It coordinates the parties without repeated telephone calls.
",56500e9f5da84dd7,"In a discussion about checking an account without visiting a bank, which account of online banking is the most accurate?","In a discussion about checking an account without visiting a bank, which account of online banking is the most accurate?","{""A"": ""It lets the customer inspect records remotely."", ""B"": ""It makes the same record easier to retrieve and transmit."", ""C"": ""It heats or cools less when comfort is not needed."", ""D"": ""It coordinates the parties without repeated telephone calls.""}",It lets the customer inspect records remotely.,It makes the same record easier to retrieve and transmit.,It heats or cools less when comfort is not needed.,It coordinates the parties without repeated telephone calls.,A,"[""online banking""]","[""online banking""]","[""online_banking""]",uses a distant electronic connection to view and move account records,false,[],[],[],{},"{""pass"": true}",0,true
fixed_q088,fixed_q088,Daily_Tech_Society,train,raw,"You must answer the following multiple-choice question.
Choose exactly one option among A, B, C, and D.
Return only the letter.

Question:
Why would a specialist consider biometric authentication when working on confirming a person's identity?

Choices:
A. It removes the need to visit the shop physically.
B. It uses a hard-to-share personal physical trait.
C. It heats or cools less when comfort is not needed.
D. It lets each service have a strong different secret without memorizing all of them.
",bfac24714cdfe650,Why would a specialist consider biometric authentication when working on confirming a person's identity?,Why would a specialist consider biometric authentication when working on confirming a person's identity?,"{""A"": ""It removes the need to visit the shop physically."", ""B"": ""It uses a hard-to-share personal physical trait."", ""C"": ""It heats or cools less when comfort is not needed."", ""D"": ""It lets each service have a strong different secret without memorizing all of them.""}",It removes the need to visit the shop physically.,It uses a hard-to-share personal physical trait.,It heats or cools less when comfort is not needed.,It lets each service have a strong different secret without memorizing all of them.,B,"[""biometric authentication"", ""biometric""]","[""biometric authentication"", ""biometric""]","[""biometric_authentication""]",compares a body feature with a stored reference,false,[],[],[],{},"{""pass"": true}",0,true
fixed_q089,fixed_q089,Daily_Tech_Society,train,raw,"You must answer the following multiple-choice question.
Choose exactly one option among A, B, C, and D.
Return only the letter.

Question:
Which statement best describes how e-commerce contributes to buying goods from home?

Choices:
A. It keeps the password alone from being enough.
B. It heats or cools less when comfort is not needed.
C. It removes the need to visit the shop physically.
D. It updates directions from stored roads and current position.
",76fae4d5221b028f,Which statement best describes how e-commerce contributes to buying goods from home?,Which statement best describes how e-commerce contributes to buying goods from home?,"{""A"": ""It keeps the password alone from being enough."", ""B"": ""It heats or cools less when comfort is not needed."", ""C"": ""It removes the need to visit the shop physically."", ""D"": ""It updates directions from stored roads and current position.""}",It keeps the password alone from being enough.,It heats or cools less when comfort is not needed.,It removes the need to visit the shop physically.,It updates directions from stored roads and current position.,C,"[""e-commerce"", ""online shopping""]","[""e-commerce"", ""online shopping""]","[""e_commerce""]","uses electronic catalogues, orders, and payment records",false,[],[],[],{},"{""pass"": true}",0,true
fixed_q090,fixed_q090,Daily_Tech_Society,train,raw,"You must answer the following multiple-choice question.
Choose exactly one option among A, B, C, and D.
Return only the letter.

Question:
A project is designed around paying quickly at a counter. What is the main reason to include contactless payment?

Choices:
A. It updates directions from stored roads and current position.
B. It lets the customer inspect records remotely.
C. It heats or cools less when comfort is not needed.
D. It reduces handling and manual writing of payment details.
",612ec4cad8e0205f,A project is designed around paying quickly at a counter. What is the main reason to include contactless payment?,A project is designed around paying quickly at a counter. What is the main reason to include contactless payment?,"{""A"": ""It updates directions from stored roads and current position."", ""B"": ""It lets the customer inspect records remotely."", ""C"": ""It heats or cools less when comfort is not needed."", ""D"": ""It reduces handling and manual writing of payment details.""}",It updates directions from stored roads and current position.,It lets the customer inspect records remotely.,It heats or cools less when comfort is not needed.,It reduces handling and manual writing of payment details.,D,"[""contactless payment""]","[""contactless payment""]","[""contactless_payment""]",sends payment information over a very short wireless distance,false,[],[],[],{},"{""pass"": true}",0,true
fixed_q091,fixed_q091,Daily_Tech_Society,train,raw,"You must answer the following multiple-choice question.
Choose exactly one option among A, B, C, and D.
Return only the letter.

Question:
When attempting using many different secret words safely, what is the clearest justification for using password manager?

Choices:
A. It lets each service have a strong different secret without memorizing all of them.
B. It ranks options using evidence of likely preference.
C. It updates directions from stored roads and current position.
D. It reduces handling and manual writing of payment details.
",fe8047b1a82680a7,"When attempting using many different secret words safely, what is the clearest justification for using password manager?","When attempting using many different secret words safely, what is the clearest justification for using password manager?","{""A"": ""It lets each service have a strong different secret without memorizing all of them."", ""B"": ""It ranks options using evidence of likely preference."", ""C"": ""It updates directions from stored roads and current position."", ""D"": ""It reduces handling and manual writing of payment details.""}",It lets each service have a strong different secret without memorizing all of them.,It ranks options using evidence of likely preference.,It updates directions from stored roads and current position.,It reduces handling and manual writing of payment details.,A,"[""password manager""]","[""password manager""]","[""password_manager""]",stores secret words in a protected vault,false,[],[],[],{},"{""pass"": true}",0,true
fixed_q092,fixed_q092,Daily_Tech_Society,train,raw,"You must answer the following multiple-choice question.
Choose exactly one option among A, B, C, and D.
Return only the letter.

Question:
Which description captures the useful function of two-factor authentication in the context of protecting an account after a password is stolen?

Choices:
A. It lets the customer inspect records remotely.
B. It keeps the password alone from being enough.
C. It removes the need to visit the shop physically.
D. It makes the same record easier to retrieve and transmit.
",b94db299df7c520e,Which description captures the useful function of two-factor authentication in the context of protecting an account after a password is stolen?,Which description captures the useful function of two-factor authentication in the context of protecting an account after a password is stolen?,"{""A"": ""It lets the customer inspect records remotely."", ""B"": ""It keeps the password alone from being enough."", ""C"": ""It removes the need to visit the shop physically."", ""D"": ""It makes the same record easier to retrieve and transmit.""}",It lets the customer inspect records remotely.,It keeps the password alone from being enough.,It removes the need to visit the shop physically.,It makes the same record easier to retrieve and transmit.,B,"[""two-factor authentication"", ""2FA""]","[""two-factor authentication"", ""2FA""]","[""two_factor_authentication""]",requires a second proof in addition to the secret word,false,[],[],[],{},"{""pass"": true}",0,true
fixed_q093,fixed_q093,Daily_Tech_Society,train,raw,"You must answer the following multiple-choice question.
Choose exactly one option among A, B, C, and D.
Return only the letter.

Question:
For a case involving ordering a meal from a distant restaurant, why is food delivery app relevant?

Choices:
A. It removes the need to visit the shop physically.
B. It reduces manual entry of account details.
C. It coordinates the parties without repeated telephone calls.
D. It lets the customer inspect records remotely.
",54a68ccecd9675ed,"For a case involving ordering a meal from a distant restaurant, why is food delivery app relevant?","For a case involving ordering a meal from a distant restaurant, why is food delivery app relevant?","{""A"": ""It removes the need to visit the shop physically."", ""B"": ""It reduces manual entry of account details."", ""C"": ""It coordinates the parties without repeated telephone calls."", ""D"": ""It lets the customer inspect records remotely.""}",It removes the need to visit the shop physically.,It reduces manual entry of account details.,It coordinates the parties without repeated telephone calls.,It lets the customer inspect records remotely.,C,"[""food delivery app"", ""app""]","[""food delivery app"", ""app""]","[""food_delivery_app""]","matches customer, restaurant, courier, and payment through portable messages",false,[],[],[],{},"{""pass"": true}",0,true
fixed_q094,fixed_q094,Daily_Tech_Society,train,raw,"You must answer the following multiple-choice question.
Choose exactly one option among A, B, C, and D.
Return only the letter.

Question:
What is the strongest explanation for applying smart thermostat to saving heating energy at home?

Choices:
A. It lets instruction continue across distance.
B. It coordinates the parties without repeated telephone calls.
C. It lets each service have a strong different secret without memorizing all of them.
D. It heats or cools less when comfort is not needed.
",d1bf43b712314210,What is the strongest explanation for applying smart thermostat to saving heating energy at home?,What is the strongest explanation for applying smart thermostat to saving heating energy at home?,"{""A"": ""It lets instruction continue across distance."", ""B"": ""It coordinates the parties without repeated telephone calls."", ""C"": ""It lets each service have a strong different secret without memorizing all of them."", ""D"": ""It heats or cools less when comfort is not needed.""}",It lets instruction continue across distance.,It coordinates the parties without repeated telephone calls.,It lets each service have a strong different secret without memorizing all of them.,It heats or cools less when comfort is not needed.,D,"[""smart thermostat""]","[""smart thermostat""]","[""smart_thermostat""]",learns schedules and adjusts temperature automatically,false,[],[],[],{},"{""pass"": true}",0,true
fixed_q095,fixed_q095,Daily_Tech_Society,train,raw,"You must answer the following multiple-choice question.
Choose exactly one option among A, B, C, and D.
Return only the letter.

Question:
A group is evaluating tools for finding a route through a city. Which property of digital map matters most?

Choices:
A. It updates directions from stored roads and current position.
B. It keeps the password alone from being enough.
C. It heats or cools less when comfort is not needed.
D. It lets instruction continue across distance.
",05346fd459655f3b,A group is evaluating tools for finding a route through a city. Which property of digital map matters most?,A group is evaluating tools for finding a route through a city. Which property of digital map matters most?,"{""A"": ""It updates directions from stored roads and current position."", ""B"": ""It keeps the password alone from being enough."", ""C"": ""It heats or cools less when comfort is not needed."", ""D"": ""It lets instruction continue across distance.""}",It updates directions from stored roads and current position.,It keeps the password alone from being enough.,It heats or cools less when comfort is not needed.,It lets instruction continue across distance.,A,"[""digital map""]","[""digital map""]","[""digital_map""]",stores map data and computes paths on a machine,false,[],[],[],{},"{""pass"": true}",0,true
fixed_q096,fixed_q096,Daily_Tech_Society,train,raw,"You must answer the following multiple-choice question.
Choose exactly one option among A, B, C, and D.
Return only the letter.

Question:
Which statement gives the best reason that wearable fitness tracker is associated with following daily activity?

Choices:
A. It reduces manual entry of account details.
B. It collects measurements throughout the day.
C. It lets each service have a strong different secret without memorizing all of them.
D. It uses a hard-to-share personal physical trait.
",68cdf3daa49ce6bf,Which statement gives the best reason that wearable fitness tracker is associated with following daily activity?,Which statement gives the best reason that wearable fitness tracker is associated with following daily activity?,"{""A"": ""It reduces manual entry of account details."", ""B"": ""It collects measurements throughout the day."", ""C"": ""It lets each service have a strong different secret without memorizing all of them."", ""D"": ""It uses a hard-to-share personal physical trait.""}",It reduces manual entry of account details.,It collects measurements throughout the day.,It lets each service have a strong different secret without memorizing all of them.,It uses a hard-to-share personal physical trait.,B,"[""wearable fitness tracker""]","[""wearable fitness tracker""]","[""wearable_fitness_tracker""]",uses a small worn instrument to record movement and body signals,false,[],[],[],{},"{""pass"": true}",0,true
fixed_q097,fixed_q097,Daily_Tech_Society,train,raw,"You must answer the following multiple-choice question.
Choose exactly one option among A, B, C, and D.
Return only the letter.

Question:
A team is working on studying away from a classroom. Which explanation best supports using online learning platform?

Choices:
A. It makes the same record easier to retrieve and transmit.
B. It lets each service have a strong different secret without memorizing all of them.
C. It lets instruction continue across distance.
D. It uses a hard-to-share personal physical trait.
",85c4315bc5d318ac,A team is working on studying away from a classroom. Which explanation best supports using online learning platform?,A team is working on studying away from a classroom. Which explanation best supports using online learning platform?,"{""A"": ""It makes the same record easier to retrieve and transmit."", ""B"": ""It lets each service have a strong different secret without memorizing all of them."", ""C"": ""It lets instruction continue across distance."", ""D"": ""It uses a hard-to-share personal physical trait.""}",It makes the same record easier to retrieve and transmit.,It lets each service have a strong different secret without memorizing all of them.,It lets instruction continue across distance.,It uses a hard-to-share personal physical trait.,C,"[""online learning platform""]","[""online learning platform""]","[""online_learning_platform""]","delivers lessons, exercises, and messages through connected machines",false,[],[],[],{},"{""pass"": true}",0,true
fixed_q098,fixed_q098,Daily_Tech_Society,train,raw,"You must answer the following multiple-choice question.
Choose exactly one option among A, B, C, and D.
Return only the letter.

Question:
Consider the use of remote work software for collaborating without a shared office. What is its most relevant advantage?

Choices:
A. It heats or cools less when comfort is not needed.
B. It collects measurements throughout the day.
C. It updates directions from stored roads and current position.
D. It keeps communication and work records accessible from separate places.
",2d48fc6322747557,Consider the use of remote work software for collaborating without a shared office. What is its most relevant advantage?,Consider the use of remote work software for collaborating without a shared office. What is its most relevant advantage?,"{""A"": ""It heats or cools less when comfort is not needed."", ""B"": ""It collects measurements throughout the day."", ""C"": ""It updates directions from stored roads and current position."", ""D"": ""It keeps communication and work records accessible from separate places.""}",It heats or cools less when comfort is not needed.,It collects measurements throughout the day.,It updates directions from stored roads and current position.,It keeps communication and work records accessible from separate places.,D,"[""remote work software""]","[""remote work software""]","[""remote_work_software""]","combines distant speech, documents, and task records",false,[],[],[],{},"{""pass"": true}",0,true
fixed_q099,fixed_q099,Daily_Tech_Society,dev,raw,"You must answer the following multiple-choice question.
Choose exactly one option among A, B, C, and D.
Return only the letter.

Question:
Which mechanism explains why recommendation algorithm can help with choosing a film to watch?

Choices:
A. It ranks options using evidence of likely preference.
B. It keeps communication and work records accessible from separate places.
C. It removes the need to visit the shop physically.
D. It heats or cools less when comfort is not needed.
",c1da35536647c224,Which mechanism explains why recommendation algorithm can help with choosing a film to watch?,Which mechanism explains why recommendation algorithm can help with choosing a film to watch?,"{""A"": ""It ranks options using evidence of likely preference."", ""B"": ""It keeps communication and work records accessible from separate places."", ""C"": ""It removes the need to visit the shop physically."", ""D"": ""It heats or cools less when comfort is not needed.""}",It ranks options using evidence of likely preference.,It keeps communication and work records accessible from separate places.,It removes the need to visit the shop physically.,It heats or cools less when comfort is not needed.,A,"[""recommendation algorithm"", ""algorithm""]","[""recommendation algorithm"", ""algorithm""]","[""recommendation_algorithm""]",calculates suggestions from prior choices and similarities,false,[],[],[],{},"{""pass"": true}",0,true
fixed_q100,fixed_q100,Daily_Tech_Society,dev,raw,"You must answer the following multiple-choice question.
Choose exactly one option among A, B, C, and D.
Return only the letter.

Question:
A decision-maker is comparing methods for sharing patient history between clinics. Why might electronic medical record be selected?

Choices:
A. It lets the customer inspect records remotely.
B. It makes the same record easier to retrieve and transmit.
C. It lets instruction continue across distance.
D. It updates directions from stored roads and current position.
",d487171738c30f2e,A decision-maker is comparing methods for sharing patient history between clinics. Why might electronic medical record be selected?,A decision-maker is comparing methods for sharing patient history between clinics. Why might electronic medical record be selected?,"{""A"": ""It lets the customer inspect records remotely."", ""B"": ""It makes the same record easier to retrieve and transmit."", ""C"": ""It lets instruction continue across distance."", ""D"": ""It updates directions from stored roads and current position.""}",It lets the customer inspect records remotely.,It makes the same record easier to retrieve and transmit.,It lets instruction continue across distance.,It updates directions from stored roads and current position.,B,"[""electronic medical record""]","[""electronic medical record""]","[""electronic_medical_record""]",keeps patient records as machine-readable data,false,[],[],[],{},"{""pass"": true}",0,true
